121,D000066494,H01.158.610.030
122,D000066498,F01.058.144
123,D000066498,F01.752.543.500.250
124,D000066499,F02.463.593.524.500.500
125,D000066499,F02.463.593.932.622.500
126,D000066502,F01.829.263.403
127,D000066502,I01.880.853.150.452
128,D000066502,M01.264
129,D000066505,F01.145.813.217
130,D000066506,F02.463.425.725.500
131,D000066506,F02.463.785.810.500
132,D000066511,I01.198.240.856.575
133,D000066511,I01.880.735.900.688
134,D000066530,E02.760.169.063.500.477
135,D000066530,E02.831.477
136,D000066530,H02.403.680.600.750
137,D000066530,N02.421.784.511
138,D000066550,I01.198.240.856.688
139,D000066550,I01.880.735.900.744
140,D000066553,F01.145.126.972
141,D000066553,F01.145.179.750
142,D000066608,F01.145.022.750
143,D000066608,F01.145.317.269.875
144,D000066608,I01.880.735.878
145,D000066630,G05.308.202
146,D000066670,G04.356.250
147,D000066673,G04.144.220.235
148,D000066673,G04.161.750.500.375
149,D000066673,G05.113.415
150,D000066673,G07.345.249.410.750.500.625
151,D000066768,H01.770.644.145.472
152,D000066792,M01.526.485.330.655
153,D000066792,N02.360.330.655
154,D000066794,M01.526.485.330.483
155,D000066794,N02.360.330.483
156,D000066829,G11.561.645
157,D000066888,G07.203
158,D000066889,B01.650.940.800.575.100.822.906
159,D000066891,N04.761.559.590.399.250
160,D000066891,N05.715.360.575.575.200
161,D000066891,N05.715.360.575.575.399.250
162,D000066908,I02.903.847
163,D000066928,B01.650.940.800.575.100.822.587
164,D000066949,H01.770.644.108.687
165,D000066970,D12.776.642
166,D000066988,M01.928
167,D000066989,M01.928.500
168,D000067,N03.219.463.030.080
169,D000067009,I03.450.642.845.987
170,D000067010,F01.145.209.429
171,D000067010,L01.143.563
172,D000067010,N01.824.196.500
173,D000067011,C18.654.521.719
174,D000067012,N03.219.463.030.100
175,D000067013,N02.278.200.252
176,D000067029,E01.370.600.115.450
177,D000067029,G07.100.175
178,D000067030,G07.203.100.606
179,D000067030,J02.200.606
180,D000067048,D10.212.302.199.500
181,D000067048,G07.203.300.350.100.500
182,D000067048,G07.203.300.375.200.500
183,D000067048,J02.500.350.100.500
184,D000067048,J02.500.375.200.500
185,D000067071,J01.576.655.875.750.500
186,D000067073,F03.950.750.375
187,D000067074,F01.829.316.483.750
188,D000067075,G07.203.300.850.450
189,D000067075,J02.500.850.800
190,D000067088,J01.219.687.274.500
191,D000067108,E01.370.398
192,D000067108,N02.421.726.233.166
193,D000067128,A11.284.295.588
194,D000067148,B04.352
195,D000067170,A11.329.830.750
196,D000067190,E07.341
197,D000067208,C20.543.480.370.763
198,D000067248,E01.789.800.760.500
199,D000067248,H01.770.644.145.431.500
200,D000067248,N04.761.559.590.200
201,D000067248,N04.761.559.590.800.760.500
202,D000067248,N05.715.360.575.575.300
203,D000067248,N05.715.360.575.575.800.760.500
204,D000067250,H02.403.680.600.875
205,D000067250,N02.421.784.578
206,D000067251,C23.550.291.937.500
207,D000067268,E05.519
208,D000067268,E05.598.750
209,D000067269,E02.642.249.300.750
210,D000067269,G07.203.650.240.300.750
211,D000067289,E05.796.112
212,D000067289,F04.669.112
213,D000067290,F04.711.271
214,D000067292,F01.145.317.269.625
215,D000067329,C18.654.726.500.698
216,D000067329,C23.888.144.699.500.250
217,D000067329,E01.370.600.115.100.160.120.699.500.375
218,D000067329,G07.100.100.160.120.699.500.375
219,D000067348,G07.203.300.300.550.500
220,D000067348,G07.203.300.775.500.500
221,D000067348,J02.500.300.550.500
222,D000067348,J02.500.775.500.500
223,D000067368,E01.370.388.250.630.500
224,D000067368,E04.210.240.250.680.500
225,D000067368,E04.502.250.250.250.680.500
226,D000067368,E04.502.250.630.500
227,D000067369,E01.370.388.250.630.500.500
228,D000067369,E04.210.240.250.680.500.500
229,D000067369,E04.494.787
230,D000067369,E04.502.250.250.250.680.500.500
231,D000067369,E04.502.250.630.500.500
232,D000067390,C26.212
233,D000067393,E07.700.560
234,D000067393,J01.637.708.560
235,D000067397,D27.720.599
236,D000067397,D27.720.777.300.500
237,D000067398,C26.946
238,D000067398,I01.880.735.950.500.951.500
239,D000067398,N06.850.460.350.600.903.500
240,D000067399,E01.370.600.550.162
241,D000067401,D02.033.375.135
242,D000067404,F03.625.374.250
243,D000067408,I01.880.604.583.482
244,D000067448,I01.198.240.240
245,D000067448,I01.880.735.191.051
246,D000067449,F04.754.137.087
247,D000067450,F04.096.628.914
248,D000067453,I01.880.735.950.500.951
249,D000067453,N06.850.460.350.600.903
250,D000067454,F03.625.374.125
251,D000067455,F01.145.488.500.750
252,D000067455,N04.452.758.635.500
253,D000067455,N05.300.150.600.600.750
254,D000067470,E05.200.500.380
255,D000067470,E05.242.378
256,D000067470,E05.393.085
257,D000067489,F02.463.188.756
258,D000067490,E02.319.754.750
259,D000067491,E02.319.529.750
260,D000067491,N02.421.450.500.750
261,D000067491,N02.421.450.550
262,D000067491,N04.761.700.594
263,D000067491,N05.700.513
264,D000067492,E02.095.301.250
265,D000067493,E05.196.822.325
266,D000067494,N04.761.700.635
267,D000067494,N05.700.739
268,D000067495,E05.318.740.600.800.715.500
269,D000067495,N04.452.871.715.400
270,D000067495,N05.715.360.750.625.700.690.400
271,D000067495,N06.850.505.715.500
272,D000067495,N06.850.520.830.600.800.715.500
273,D000067496,K01.844.619.500
274,D000067498,N04.590.254
275,D000067508,L01.224.050.375.095
276,D000067528,D12.776.631.069
277,D000067528,D12.776.660.075
278,D000067531,D23.035
279,D000067548,D27.720.102.461
280,D000067549,E05.196.867.826.150
281,D000067551,F01.829.316.171
282,D000067551,F02.463.785.373.520.500
283,D000067551,I01.738.305
284,D000067552,G05.365.590.594
285,D000067556,D13.444.735.790.878.942.250
286,D000067556,G02.111.570.080.689.687.093
287,D000067556,G05.360.080.689.687.093
288,D000067558,G16.012.750
289,D000067559,F03.625.562.700
290,D000067561,N04.761.700.615
291,D000067561,N05.700.594
292,D000067562,C23.550.291.883
293,D000067563,B01.300.179.110
294,D000067565,M01.526.390
295,D000067568,J01.897.052
296,D000067570,F02.784.629.529.663
297,D000067571,N03.219.463.030.140
298,D000067572,M01.526.693
299,D000067573,G07.690.725.249
300,D000067575,N04.452.859.564.137
301,D000067576,N01.400.225
302,D000067596,D12.644.276.374.465.850
303,D000067596,D12.776.467.374.465.850
304,D000067596,D23.529.374.465.850
305,D000067616,D12.776.157.125.750.875
306,D000067617,A11.284.180.900
307,D000067617,A11.329.830.750.500
308,D000067636,B01.050.500.131.617.289.310.250.750
309,D000067656,F01.100.787
310,D000067657,F01.100.893
311,D000067696,D12.776.631.069.500
312,D000067696,D12.776.660.075.500
313,D000067697,N01.400.075
314,D000067698,D12.776.157.725.452.125
315,D000067698,D12.776.631.069.750
316,D000067698,D12.776.660.075.750
317,D000067698,D12.776.664.962.452.125
318,D000067699,D08.811.037.250
319,D000067699,D12.776.631.069.875
320,D000067699,D12.776.660.075.875
321,D000067716,N04.590.874.500
322,D000067719,D12.776.631.069.901
323,D000067719,D12.776.660.075.900
324,D000067736,D12.776.631.069.950
325,D000067756,D12.776.543.750.695.021
326,D000067756,D12.776.543.750.750.360.100
327,D000067757,D12.776.543.750.695.021.500
328,D000067757,D12.776.543.750.750.360.100.500
329,D000067758,D12.776.543.750.695.021.600
330,D000067758,D12.776.543.750.750.360.100.600
331,D000067759,D12.776.543.750.006
332,D000067776,D12.776.157.725.813
333,D000067776,D12.776.664.962.813
334,D000067777,D12.776.157.725.813.500.500
335,D000067777,D12.776.631.520.500
336,D000067777,D12.776.664.962.813.500.500
337,D000067778,D12.776.157.725.813.500.750
338,D000067778,D12.776.631.520.750
339,D000067778,D12.776.664.962.813.500.750
340,D000067779,D12.776.157.725.813.500.875
341,D000067779,D12.776.631.520.875
342,D000067779,D12.776.664.962.813.500.875
343,D000067780,D12.776.157.725.813.500.250
344,D000067780,D12.776.664.962.813.500.250
345,D000067796,G07.203.100.700.750
346,D000067796,G07.203.300.350.525.760
347,D000067796,J02.200.700.750
348,D000067796,J02.500.350.525.760
349,D000067816,D12.776.256.626.816
350,D000067816,G07.203.300.350.525.520.500
351,D000067816,G07.203.300.350.525.760.500
352,D000067816,G07.203.300.428.626.500
353,D000067816,J02.500.350.525.520.500
354,D000067816,J02.500.350.525.760.500
355,D000067816,J02.500.428.626.500
356,D000067836,F03.080.600.250
357,D000067856,D27.505.519.389.739
358,D000067856,D27.505.954.248.692
359,D000067877,F03.625.164.113
360,D000067878,D12.776.157.725.813.250
361,D000067878,D12.776.664.962.813.250
362,D000067879,D12.776.157.725.813.250.500
363,D000067879,D12.776.664.962.813.250.500
364,D000067896,I01.261.262.500
365,D000067896,J01.576.519
366,D000067917,L01.224.097
367,D000067936,G16.500.275.553
368,D000067936,J01.728
369,D000067936,N06.230.350
370,D000067940,G07.203.650.660.750
371,D000067940,J01.576.423.850.730.750.750
372,D000067940,N06.850.601.750.750
373,D000067956,D27.505.519.389.108
374,D000067996,A11.251.210.172.875
375,D000067996,A11.733.397.815
376,D000068,N03.706.110.070
377,D000068,N05.700.200.100
378,D000068016,B03.353.625
379,D000068036,V02.503
380,D000068036,V02.700.375
381,D000068037,Z01.058.290.120.745
382,D000068079,F03.608
383,D000068097,N01.400.900.500
384,D000068098,N02.278.065.650
385,D000068099,F03.950
386,D000068101,N02.421.143.130.660
387,D000068101,N02.421.143.620.275
388,D000068103,D12.776.157.725.829.500
389,D000068103,D12.776.664.962.829.500
390,D000068104,N01.400.388
391,D000068105,F03.084
392,D000068116,F03.835.550
393,D000068156,F02.784.629.529.223
394,D000068156,L01.143.283.425.156
395,D000068180,D03.383.606.170
396,D000068180,D03.633.100.810.835.122
397,D000068181,B01.650.940.800.575.100.842.500.625.500
398,D000068196,D02.455.426.392.368.242.888.777.500
399,D000068196,D02.455.849.291.850.777.500
400,D000068196,D12.776.034.073
401,D000068216,I01.409.418.500
402,D000068216,N03.540.400.500
403,D000068217,M01.526.919
404,D000068218,B01.650.940.800.575.100.842.500.625.250
405,D000068219,B01.650.940.800.575.100.842.500.625.375
406,D000068220,B01.650.940.800.575.100.842.500.625.400
407,D000068236,G16.500.275.683
408,D000068236,G16.500.819
409,D000068237,F02.784.176.350
410,D000068237,F04.408.413.437
411,D000068237,N02.421.143.303.175
412,D000068237,N02.421.461.363.437
413,D000068237,N04.452.758.849.550.500
414,D000068238,D10.251.355.325.050.500
415,D000068239,B01.650.940.800.575.100.842.500.625.750
416,D000068240,H01.770.644.205
417,D000068240,L01.209.500
418,D000068240,N03.706.437.650.124.160
419,D000068240,N04.452.910.200.500
420,D000068241,I01.880.604.583.080.660
421,D000068242,B01.650.940.800.575.100.842.500.625.450
422,D000068256,D12.776.395.240.150.500
423,D000068257,D02.705.429.906.125
424,D000068257,D03.383.533.375
425,D000068257,D03.383.742.680.245.500.600.125
426,D000068257,D03.633.100.759.138.881.125
427,D000068257,D26.310.375
428,D000068258,D12.776.124.486.485.114.224.060.375
429,D000068276,B01.050.150.900.649.077.380.443
430,D000068296,D02.705.429.500.830.500
431,D000068297,D02.033.100.291.057.750.500
432,D000068297,D02.092.063.291.057.750.500
433,D000068297,D02.092.471.683.061.750.500
434,D000068297,D04.210.500.054.079.129.114.500
435,D000068297,D26.310.438
436,D000068298,D04.210.500.054.079.129.114
437,D000068299,D02.033.100.291.057.750
438,D000068299,D02.092.063.291.057.750
439,D000068299,D02.092.471.683.061.750
440,D000068316,J03.925.680
441,D000068336,I01.880.735.950
442,D000068337,I01.880.735.950.250
443,D000068338,D02.540.505.760.500
444,D000068342,D02.455.426.559.389.657.410.595.176.500
445,D000068342,D03.383.742.175.500
446,D000068342,D26.310.125
447,D000068356,F01.145.813.595
448,D000068357,G16.500.275.725
449,D000068376,C23.888.369.500.500
450,D000068376,F01.145.126.937.500
451,D000068376,F01.145.126.990.469
452,D000068376,F02.830.900.333
453,D000068377,B01.650.940.800.575.100.583.700
454,D000068378,B01.650.940.800.575.100.583
455,D000068397,V03.175
456,D000068436,E01.370.505
457,D000068437,D03.633.100.759.758.399.454.650
458,D000068437,D12.125.067.625.525
459,D000068437,D12.125.119.409.525
460,D000068438,D03.633.100.857.070
461,D000068456,E05.318.760.250
462,D000068456,N05.715.360.775.088
463,D000068456,N06.850.520.450.250
464,D000068476,Z01.252.474.164.225
465,D000068476,Z01.433.114
466,D000068516,I01.615.500.125
467,D000068516,N03.540.089
468,D000068536,B03.353
469,D000068538,D04.210.500.925.100.125
470,D000068543,B01.650.940.800.575.100.583.190
471,D000068556,D12.644.276.374.440.890.275.500
472,D000068556,D12.776.467.374.440.890.275.500
473,D000068556,D23.529.374.440.890.275.500
474,D000068557,D03.383.129.308.674
475,D000068557,D03.383.129.617.584
476,D000068558,D03.383.129.308.674.500
477,D000068558,D03.383.129.617.584.500
478,D000068558,D03.383.725.203.065.500
479,D000068558,D26.310.063
480,D000068576,D12.644.276.374.440.890.275.750
481,D000068576,D12.776.467.374.440.890.275.750
482,D000068576,D23.529.374.440.890.275.750
483,D000068577,D02.033.100.291.491
484,D000068577,D02.092.063.291.503
485,D000068577,D03.383.663.283.755
486,D000068577,D03.633.100.150.755
487,D000068579,D02.065.884.247
488,D000068579,D02.886.590.700.247
489,D000068579,D03.383.129.539.160
490,D000068580,D03.633.100.079.900
491,D000068580,D03.633.100.857.942
492,D000068581,D03.383.725.150.500
493,D000068581,D03.633.100.473.155.500
494,D000068581,D03.633.300.154.672
495,D000068582,D05.750.741.125
496,D000068582,D12.644.541.500.650.250
497,D000068582,D12.776.124.486.485.114.224.060.500
498,D000068582,D12.776.124.486.485.680.650.250
499,D000068582,D12.776.124.790.651.114.224.060.500
500,D000068582,D12.776.124.790.651.680.650.250
501,D000068582,D12.776.377.715.548.114.224.200.500
502,D000068582,D12.776.377.715.548.680.650.250
503,D000068582,D25.720.741.125
504,D000068582,J01.637.051.720.741.125
505,D000068597,I01.880.604.238
506,D000068597,K01.752.566.479.173.200
507,D000068597,N05.350.670.250
508,D000068598,E05.318.308.028
509,D000068598,E05.318.780.725.250
510,D000068598,L01.280.202
511,D000068598,N05.715.360.300.202
512,D000068598,N05.715.360.780.685.250
513,D000068599,D02.033.100.624.915.500
514,D000068599,D02.033.755.624.915.500
515,D000068599,D02.092.063.624.915.500
516,D000068599,D02.886.675.867.768.500
517,D000068599,D03.383.129.708.867.768.500
518,D000068599,D03.633.100.857.070.500
519,D000068599,D26.310.312
520,D000068600,D02.033.100.291.057.125
521,D000068600,D02.092.063.291.057.125
522,D000068600,D02.092.471.683.061.125
523,D000068600,D02.145.074.722.229.400.500
524,D000068600,D03.132.760.180.572.400.500
525,D000068600,D03.132.889.180.648.400.500
526,D000068600,D03.605.084.500.722.229.400.500
527,D000068600,D03.605.869.229.400.500
528,D000068600,D26.310.344
529,D000068601,H01.770.644.217
530,D000068616,K01.752.566.479.171.566
531,D000068616,N05.350.340.581
532,D000068617,G05.346
533,D000068618,E05.820.150.760
534,D000068618,G05.090.701
535,D000068636,I01.076.201.450.515.500
536,D000068656,D04.210.500.745.432.719.526
537,D000068676,B01.650.940.800.575.100.825.359.590
538,D000068677,D02.065.884.675
539,D000068677,D02.886.590.700.675
540,D000068677,D03.383.606.854
541,D000068677,D03.633.100.759.824
542,D000068678,D02.626.809.500
543,D000068678,D02.705.429.906.500
544,D000068678,D03.383.742.680.245.500.600.500
545,D000068678,D03.383.742.755.500
546,D000068678,D03.633.100.759.138.881.500
547,D000068678,D26.310.407
548,D000068679,D03.383.742.680.245.500.600
549,D000068679,D13.570.230.329.525
550,D000068679,D13.570.685.245.500.600
551,D000068696,D02.626.809
552,D000068696,D03.383.742.755
553,D000068698,D02.705.429.906
554,D000068698,D03.633.100.759.138.881
555,D000068717,D12.644.219
556,D000068718,D02.065.884.650
557,D000068718,D02.455.526.510.432.500
558,D000068718,D02.886.590.700.650
559,D000068718,D03.383.742.775
560,D000068736,D02.886.778.260
561,D000068736,D03.383.903.260
562,D000068737,D02.033.100.624.706.750
563,D000068737,D02.033.755.624.706.750
564,D000068737,D02.092.063.624.706.800
565,D000068737,D02.455.426.559.389.115.900
566,D000068737,D02.455.426.559.389.657.239.756
567,D000068756,D03.383.129.617.850
568,D000068756,D12.125.070.950.550
569,D000068756,D12.125.142.930.500
570,D000068757,B01.650.940.800.575.100.401.604
571,D000068758,D02.033.100.291.425.500
572,D000068758,D02.092.063.291.425.500
573,D000068758,D04.210.500.745.432.719.526.500
574,D000068758,D26.310.469
575,D000068759,D02.033.100.291.425
576,D000068759,D02.092.063.291.425
577,D000068760,D27.505.519.562.437.693
578,D000068760,D27.505.519.625.600.693
579,D000068760,D27.505.696.577.600.693
580,D000068776,D27.505.954.842
581,D000068796,D27.505.519.625.663
582,D000068796,D27.505.696.577.663
583,D000068796,D27.505.954.842.500
584,D000068797,D12.644.400.360
585,D000068797,D12.776.631.650.363
586,D000068798,B01.650.940.800.575.100.456.500.389
587,D000068799,D02.886.778.315
588,D000068799,D03.383.606.420
589,D000068799,D03.383.903.315
590,D000068800,D12.776.124.486.485.114.619.393.261
591,D000068800,D12.776.124.790.651.114.619.393.261
592,D000068800,D12.776.377.715.548.114.619.393.261
593,D000068800,D12.776.543.750.705.852.760.232
594,D000068801,D02.241.223.100.133.500
595,D000068801,D02.455.426.559.389.127.133.500
596,D000068801,D02.455.426.559.847.638.090.500
597,D000068801,D04.615.638.090.500
598,D000068801,D26.310.032
599,D000068816,D02.455.426.559.847.638.090
600,D000068816,D04.615.638.090
601,D000068817,D12.644.276.374.410.240.150.500
602,D000068817,D12.776.395.240.150.750
603,D000068817,D12.776.467.374.410.240.150.500
604,D000068817,D23.529.374.410.240.150.750
605,D000068818,D12.776.124.486.485.114.224.060.750
606,D000068818,D12.776.124.790.651.114.224.060.750
607,D000068818,D12.776.377.715.548.114.224.200.750
608,D000068819,B01.650.940.800.575.100.583.520.330
609,D000068836,D02.241.081.251.583.899
610,D000068837,B01.300.107.685
611,D000068837,B01.300.340.458
612,D000068838,D03.383.129.617.850.500
613,D000068838,D03.383.725.203.065.750
614,D000068838,D12.125.070.950.550.500
615,D000068838,D12.125.142.930.500.500
616,D000068838,D26.310.094
617,D000068856,B01.650.940.800.575.100.773.374
618,D000068857,D20.215.894.899.498.500
619,D000068858,D20.215.784.844.500
620,D000068858,G07.203.100.831.500
621,D000068858,J02.200.831.500
622,D000068876,D02.033.100.700.350
623,D000068876,D02.033.455.706.431
624,D000068876,D02.092.063.700.350
625,D000068877,D02.065.277.456
626,D000068877,D02.241.223.100.100.435
627,D000068877,D02.455.426.559.389.127.085.465
628,D000068877,D03.383.606.405
629,D000068877,D03.383.742.349
630,D000068878,D12.776.124.486.485.114.224.060.875
631,D000068878,D12.776.124.790.651.114.224.060.875
632,D000068878,D12.776.377.715.548.114.224.200.875
633,D000068879,D12.776.124.486.485.114.224.060.250
634,D000068879,D12.776.124.790.651.114.224.060.250
635,D000068879,D12.776.377.715.548.114.224.200.250
636,D000068880,D06.472.699.587.200.300.200.500
637,D000068880,D06.472.699.587.200.500.625.500.500
638,D000068880,D12.644.548.586.200.300.200.500
639,D000068880,D12.644.548.586.200.500.625.500.500
640,D000068881,B01.050.050.126
641,D000068882,D03.383.129.385.650
642,D000068882,D03.383.742.592
643,D000068884,G07.345.124.390
644,D000068884,G12.460.500
645,D000068896,D02.886.778.075
646,D000068896,D03.383.903.075
647,D000068896,D09.408.348.113
648,D000068897,G01.590.310
649,D000068898,D03.383.773.812.752
650,D000068899,D02.078.370.141.450.500
651,D000068899,D03.383.129.799.725.500
652,D000068899,D03.383.679.875.500
653,D000068899,D26.310.750
654,D000068900,D03.383.129.799.725
655,D000068900,D03.383.679.875
656,D000068916,E05.318.740.750.862
657,D000068916,E05.318.740.933.375
658,D000068916,N05.715.360.750.695.825
659,D000068916,N05.715.360.750.746.375
660,D000068916,N06.850.520.830.750.862
661,D000068916,N06.850.520.830.933.375
662,D000068936,E01.894
663,D000068936,E02.921
664,D000068936,H01.603.600.500
665,D000068936,H02.403.845
666,D000068936,J01.897.520.600.600.500
667,D000068937,D26.074
668,D000068937,D27.720.269.285
669,D000068956,E05.385.500
670,D000068957,I03.450.642.693.465
671,D000068958,I03.450.642.845.605
672,D000068959,G07.345.249.314.120.250
673,D000068977,N04.452.758.708.450.500
674,D000068997,L01.178.847.698.300.250
675,D000068997,L01.224.230.260.550.500.500
676,D000068998,E07.451
677,D000068998,J01.494.650
678,D000069,I01.076.201.450.050
679,D000069,I01.880.853.100.079
680,D000069036,D06.472.699.587.200.300.100
681,D000069036,D12.644.548.586.200.300.100
682,D000069056,D02.886.675.414
683,D000069056,D03.383.129.708.414
684,D000069056,D03.633.100.513.437
685,D000069057,D06.472.699.587.200.300.050
686,D000069057,D12.644.548.586.200.300.050
687,D000069058,D03.383.129.308.980
688,D000069058,D03.383.606.960
689,D000069059,D03.383.129.578.075
690,D000069059,D10.251.450.200
691,D000069076,C26.404.280
692,D000069076,C26.640.500
693,D000069077,F02.463.425.540.305.500
694,D000069078,G12.800
695,D000069079,G01.750.748
696,D000069079,N06.850.460.350.850
697,D000069098,E05.318.308.940.968.625.750
698,D000069098,L01.280.900.968.775.500
699,D000069098,L01.313.500.750.300.695.300
700,D000069098,N04.452.653.250
701,D000069098,N04.452.859.564.650.250
702,D000069098,N05.715.360.300.715.500.530.500
703,D000069098,N06.850.520.308.940.968.625.500
704,D000069177,D05.500.890.500.500
705,D000069178,D05.500.890.500.750
706,D000069196,G06.591.375
707,D000069196,G16.500.275.157.049.100.500.375
708,D000069196,N06.230.124.049.100.500.250
709,D000069216,E05.318.308.980.313
710,D000069216,L01.280.960.233
711,D000069216,N05.715.360.300.800.313
712,D000069216,N06.850.520.308.980.313
713,D000069236,A07.541.795.500
714,D000069236,A10.615.789.470.500
715,D000069236,A12.207.270.651
716,D000069237,E01.370.225.998.329.465
717,D000069237,E02.800.550.310
718,D000069237,E04.665.600.465
719,D000069237,E05.200.998.329.465
720,D000069258,E01.370.225.998.329.810
721,D000069258,E02.800.550.810
722,D000069258,E04.665.600.810
723,D000069258,E05.200.998.329.810
724,D000069259,A01.456.505.875
725,D000069259,A01.598.500
726,D000069261,A11.284.180.695
727,D000069261,A11.436.275.841
728,D000069262,A02.165.308.650
729,D000069262,A02.513.514.538
730,D000069262,A02.835.583.378.531.500
731,D000069262,A02.835.583.378.900.500
732,D000069262,A02.835.583.512.538
733,D000069262,A10.165.382.350.400
734,D000069263,B01.650.940.800.575.100.825.359
735,D000069278,E04.100.376.031
736,D000069278,E04.928.220.055
737,D000069279,C10.228.140.490.125
738,D000069280,E01.370.376.300.294
739,D000069280,E01.370.405.245.431
740,D000069281,C10.228.140.617.738.275.500
741,D000069281,C19.700.419.500
742,D000069281,C20.111.273
743,D000069282,C11.496.221.500
744,D000069283,D12.776.124.486.485.114.224.075.785
745,D000069283,D12.776.124.790.651.114.224.075.785
746,D000069283,D12.776.377.715.548.114.224.284.785
747,D000069284,D05.500.890
748,D000069285,D12.776.124.486.485.114.224.608
749,D000069285,D12.776.124.790.651.114.224.537
750,D000069285,D12.776.377.715.548.114.224.642
751,D000069286,D01.029.260.110.500
752,D000069286,D01.132.285.500
753,D000069286,D02.203.200.500
754,D000069286,D03.383.679.450
755,D000069287,D03.383.742.680.245.500.425
756,D000069287,D03.383.742.698.875.404.425
757,D000069287,D13.570.230.329.313
758,D000069287,D13.570.685.245.500.425
759,D000069289,G07.345.500.550.875
760,D000069290,C23.300.707.945
761,D000069290,C23.550.767.500
762,D000069292,G04.146.160.530
763,D000069293,C04.557.386.480.150.585.500
764,D000069293,C15.604.515.569.480.150.585.500
765,D000069293,C20.683.515.761.480.150.585.500
766,D000069294,D05.500.890.750
767,D000069295,C04.557.470.200.588
768,D000069296,D05.500.890.500.875
769,D000069316,C17.800.030.150.500
770,D000069316,C17.800.794.111.500
771,D000069319,D05.500.890.500.937
772,D000069320,D05.500.890.500.968
773,D000069321,E02.875.800.750.350
774,D000069321,E05.200.500.380.250
775,D000069321,E05.393.085.250
