1,1669026,D000047,Y
2,1669026,D001530,N
3,973217,D000066,N
4,973217,D004469,Y
5,973217,D006739,Y
6,973217,D014481,N
7,1875346,D000085,N
8,1875346,D000818,N
9,1875346,D000924,N
10,1875346,D055598,N
11,1875346,D002621,N
12,1875346,D002784,N
13,1875346,D004285,N
14,1875346,D019161,Y
15,1875346,D007700,N
16,1875346,D008148,N
17,1875346,D008297,N
18,1875346,D008968,N
19,1875346,D015394,N
20,1875346,D010100,Y
21,1875346,D051381,N
22,1875346,D019821,N
23,1875346,D013329,N
24,3549656,D000818,N
25,3549656,D000900,N
26,3549656,D001419,N
27,3549656,D065098,Y
28,3549656,D004927,N
29,3549656,D007202,N
30,3549656,D008297,N
31,3549656,D051379,N
32,3549656,D008815,N
33,3549656,D008826,N
34,3549656,D010406,N
35,3549656,D011552,N
36,3549656,D013329,N
37,3549656,D047090,N
38,5757641,D000818,N
39,5757641,D004285,N
40,5757641,D004558,N
41,5757641,D006624,N
42,5757641,D012018,Y
43,8119288,D000595,N
44,8119288,D001412,N
45,8119288,D002384,N
46,8119288,D003001,N
47,8119288,D004926,N
48,8119288,D005294,N
49,8119288,D017353,N
50,8119288,D005798,N
51,8119288,D007700,N
52,8119288,D008969,N
53,8119288,D008970,N
54,8119288,D012995,N
55,8119288,D014867,N
56,8219565,D002405,Y
57,8219565,D006801,N
58,8219565,D014025,N
59,8219565,D016306,Y
60,8219565,D014682,N
61,8655018,D000328,N
62,8655018,D002318,N
63,8655018,D002657,N
64,8655018,D005314,N
65,8655018,D005317,N
66,8655018,D006801,N
67,8655018,D007231,N
68,8655018,D009747,N
69,8655018,D012307,N
70,8655018,D015996,N
71,8863847,D000255,N
72,8863847,D000818,N
73,8863847,D001011,N
74,8863847,D017871,N
75,8863847,D002452,N
76,8863847,D002455,N
77,8863847,D002478,N
78,8863847,D004247,N
79,8863847,D004789,N
80,8863847,D005110,N
81,8863847,D019204,N
82,8863847,D066298,N
83,8863847,D007930,N
84,8863847,D009131,N
85,8863847,D011493,N
86,8863847,D017346,N
87,8863847,D011518,N
88,8863847,D019908,N
89,8863847,D012333,N
90,8863847,D051381,N
91,8863847,D017207,N
92,8863847,D018048,N
93,8863847,D015398,N
94,8863847,D013268,N
95,8863847,D013936,N
96,8863847,D014157,N
97,8863847,D014316,N
98,8941094,D000368,N
99,8941094,D002470,N
100,8941094,D002908,N
101,8941094,D002940,N
102,8941094,D003327,N
103,8941094,D004280,Y
104,8941094,D004452,Y
105,8941094,D005500,N
106,8941094,D006321,N
107,8941094,D006801,N
108,8941094,D008297,N
109,8941094,D008875,N
110,8941094,D009200,N
111,8941094,D009204,N
112,8941094,D012146,N
113,8941094,D013599,N
114,8941094,D013794,Y
115,8941094,D013997,N
116,8941094,D018487,N
117,9110943,D015670,N
118,9110943,D000328,N
119,9110943,D002684,N
120,9110943,D016206,N
121,9110943,D006801,N
122,9110943,D008349,N
123,9110943,D019838,Y
124,9110943,D010146,N
125,9110943,D059408,Y
126,9110943,D010353,N
127,9110943,D026741,Y
128,9110943,D016032,N
129,9110943,D015203,N
130,9110943,D014947,N
131,9394824,D000293,N
132,9394824,D000328,N
133,9394824,D000368,N
134,9394824,D000369,N
135,9394824,D000375,N
136,9394824,D001483,N
137,9394824,D002648,N
138,9394824,D003106,N
139,9394824,D004386,N
140,9394824,D015321,N
141,9394824,D005803,N
142,9394824,D006801,N
143,9394824,D007143,N
144,9394824,D007135,N
145,9394824,D007223,N
146,9394824,D007413,N
147,9394824,D008875,N
148,9394824,D008969,N
149,9394824,D009154,Y
150,9394824,D009928,N
151,9394824,D010950,N
152,9482442,D000368,N
153,9482442,D005260,N
154,9482442,D006801,N
155,9482442,D009324,N
156,9482442,D011208,N
157,9482442,D012822,N
158,9482442,D012829,N
159,9505772,D000328,N
160,9505772,D000368,N
161,9505772,D001026,N
162,9505772,D004562,N
163,9505772,D005260,N
164,9505772,D006801,N
165,9505772,D007442,N
166,9505772,D008297,N
167,9505772,D008875,N
168,9505772,D017202,N
169,9505772,D011182,N
170,9505772,D011184,N
171,9505772,D011446,N
172,9505772,D016896,N
173,9575322,D003937,N
174,9575322,D006801,N
175,9575322,D017116,N
176,9575322,D008161,N
177,9575322,D010146,N
178,9575322,D010353,N
179,9575322,D013130,N
180,9575322,D013664,N
181,9626910,D009202,N
182,9626910,D006321,N
183,9626910,D006331,N
184,9626910,D016174,N
185,9626910,D006526,N
186,9626910,D018937,N
187,9626910,D006801,N
188,9626910,D007564,N
189,9626910,D008875,N
190,9626910,D009206,N
191,9626910,D015995,N
192,9626910,D011795,N
193,9627170,D000328,N
194,9627170,D016470,N
195,9627170,D002423,N
196,9627170,D003422,Y
197,9627170,D005260,N
198,9627170,D006801,N
199,9627170,D008297,N
200,9627170,D011379,N
201,9627170,D011446,N
202,9627170,D012772,N
203,9627170,D013530,N
204,9627170,D015996,N
205,9627170,D018746,N
206,9861576,D000368,N
207,9861576,D000369,N
208,9861576,D002318,N
209,9861576,D003866,N
210,9861576,D004311,N
211,9861576,D004452,N
212,9861576,D004562,N
213,9861576,D005260,N
214,9861576,D005473,N
215,9861576,D016666,N
216,9861576,D006801,N
217,9861576,D008297,N
218,9861576,D008875,N
219,9861576,D017367,N
220,9885794,D000818,N
221,9885794,D014150,N
222,9885794,D001522,N
223,9885794,D002108,N
224,9885794,D002766,N
225,9885794,D005765,N
226,9885794,D006220,N
227,9885794,D007279,N
228,9885794,D008297,N
229,9885794,D009043,N
230,9885794,D011618,N
231,9885794,D051381,N
232,9885794,D017207,N
233,9885794,D011949,N
234,9885794,D013216,N
235,9885794,D013758,N
236,9929727,D000293,N
237,9929727,D000328,N
238,9929727,D002648,N
239,9929727,D005260,N
240,9929727,D007722,N
241,9929727,D006801,N
242,9929727,D008297,N
243,9929727,D012907,N
244,10078868,D014118,Y
245,10083987,D000402,N
246,10083987,D000776,N
247,10083987,D000779,N
248,10083987,D002574,N
249,10083987,D016292,N
250,10083987,D006801,N
251,10083987,D007442,N
252,10083987,D020704,N
253,10083987,D007828,N
254,10083987,D014139,N
255,10097079,D000064,N
256,10097079,D000595,N
257,10097079,D019943,N
258,10097079,D001426,N
259,10097079,D017017,N
260,10097079,D008969,N
261,10097079,D011487,N
262,10097079,D013045,N
263,10097079,D013696,N
264,10101342,D016512,N
265,10101342,D003661,N
266,10101342,D004630,Y
267,10101342,D005121,N
268,10101342,D050723,N
269,10101342,D006801,N
270,10101342,D007718,N
